,prePenaltyPlayResult,playResult,foulName1,Binary Completion,down,yardsToGo,pff_passCoverageType,offenseFormation,offenseFormation,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,offenseFormation,pff_passCoverageType,absoluteYardlineNumber,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
1862,15,15,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,25,2,11:27,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,85.0,SEA,TEN,3,3,3,3,0,687,687
1865,16,16,,1,1,10,Zone,SHOTGUN,SHOTGUN,17,2,08:10,1,2,2,3,3,5,6.0,0,0,0,0,1,0,0,0,0,0,0,SEA,SHOTGUN,Zone,93.0,SEA,TEN,6,3,3,3,0,490,490
1866,63,63,,1,2,6,Man,SHOTGUN,SHOTGUN,37,2,06:47,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SHOTGUN,Man,73.0,SEA,TEN,6,3,3,3,0,407,407
1868,19,19,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,50,2,03:51,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,60.0,SEA,TEN,6,17,6,17,-11,231,231
1869,0,0,,0,3,5,Other,SHOTGUN,SHOTGUN,6,2,01:15,1,1,3,4,3,4,6.0,0,0,0,0,0,0,0,0,0,0,1,TEN,SHOTGUN,Other,104.0,SEA,TEN,6,17,6,17,-11,75,75
1870,11,11,,1,1,10,Zone,SHOTGUN,SHOTGUN,25,2,01:05,1,1,3,2,3,6,6.0,0,0,0,0,1,0,0,0,0,0,0,SEA,SHOTGUN,Zone,85.0,SEA,TEN,9,17,17,17,0,65,65
1871,8,8,,1,1,10,Man,SHOTGUN,SHOTGUN,36,2,00:59,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SHOTGUN,Man,74.0,SEA,TEN,9,17,17,17,0,59,59
1872,12,12,,1,2,2,Man,SHOTGUN,SHOTGUN,44,2,00:56,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SHOTGUN,Man,66.0,SEA,TEN,9,17,17,17,0,56,56
1873,8,8,,1,1,10,Man,SHOTGUN,SHOTGUN,44,2,00:51,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SHOTGUN,Man,54.0,SEA,TEN,9,17,17,17,0,51,51
1874,0,0,,0,1,10,Man,SHOTGUN,SHOTGUN,11,2,00:29,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SHOTGUN,Man,21.0,SEA,TEN,9,17,17,17,0,29,29
1875,6,6,,1,2,7,Zone,EMPTY,EMPTY,34,3,13:46,1,1,3,4,3,4,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,EMPTY,Zone,44.0,SEA,TEN,9,24,9,24,-15,826,1726
1876,15,15,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,44,3,12:31,1,1,3,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,54.0,SEA,TEN,9,24,9,24,-15,751,1651
1877,14,14,,1,1,10,Zone,SHOTGUN,SHOTGUN,21,3,08:59,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SHOTGUN,Zone,89.0,SEA,TEN,16,24,24,24,0,539,1439
1878,10,10,,1,1,10,Zone,SHOTGUN,SHOTGUN,35,3,08:26,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SHOTGUN,Zone,75.0,SEA,TEN,16,24,24,24,0,506,1406
1879,11,11,,1,2,13,Zone,SINGLEBACK,SINGLEBACK,42,3,07:03,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SINGLEBACK,Zone,68.0,SEA,TEN,16,24,24,24,0,423,1323
1880,22,22,,1,2,8,Zone,SHOTGUN,SHOTGUN,10,3,04:58,1,1,3,5,2,4,7.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,20.0,SEA,TEN,16,24,16,24,-8,298,1198
1881,12,12,,1,1,10,Zone,SHOTGUN,SHOTGUN,32,3,04:12,1,1,3,5,2,4,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,42.0,SEA,TEN,16,24,16,24,-8,252,1152
1882,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,43,3,02:14,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,67.0,SEA,TEN,16,24,16,24,-8,134,1034
1883,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,43,3,02:10,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,67.0,SEA,TEN,16,24,16,24,-8,130,1030
1884,12,12,,1,3,10,Zone,SHOTGUN,SHOTGUN,43,3,02:05,1,1,3,3,3,5,5.0,0,0,0,0,1,0,0,0,0,0,0,TEN,SHOTGUN,Zone,67.0,SEA,TEN,16,24,16,24,-8,125,1025
1885,5,5,,1,2,10,Zone,EMPTY,EMPTY,31,3,00:44,1,1,3,3,3,5,4.0,0,0,0,0,0,0,1,0,0,0,0,TEN,EMPTY,Zone,79.0,SEA,TEN,16,24,16,24,-8,44,944
1886,0,0,,0,3,5,Zone,SHOTGUN,SHOTGUN,26,3,00:07,1,1,3,3,3,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,84.0,SEA,TEN,16,24,16,24,-8,7,907
1887,7,7,,1,2,19,Zone,EMPTY,EMPTY,25,4,13:55,1,1,3,2,3,6,5.0,0,0,0,0,1,0,0,0,0,0,0,SEA,EMPTY,Zone,35.0,SEA,TEN,16,24,24,24,0,835,835
1888,68,68,,1,3,12,Zone,EMPTY,EMPTY,32,4,13:16,1,1,3,2,3,6,5.0,0,0,0,0,0,0,1,0,0,0,0,SEA,EMPTY,Zone,42.0,SEA,TEN,16,24,24,24,0,796,796
1889,15,15,,1,1,10,Zone,I_FORM,I_FORM,25,4,13:06,2,1,2,4,3,4,8.0,0,0,0,0,0,0,1,0,0,0,0,TEN,I_FORM,Zone,85.0,SEA,TEN,16,30,16,30,-14,786,786
1890,3,3,,1,2,5,Zone,SINGLEBACK,SINGLEBACK,30,4,11:47,1,2,2,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SINGLEBACK,Zone,40.0,SEA,TEN,23,30,30,30,0,707,707
1891,0,0,,0,3,2,Man,EMPTY,EMPTY,33,4,11:03,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,SEA,EMPTY,Man,43.0,SEA,TEN,23,30,30,30,0,663,663
1894,16,16,,1,3,18,Zone,EMPTY,EMPTY,45,4,06:34,1,1,3,2,4,5,4.0,0,0,0,0,0,0,0,0,0,1,0,TEN,EMPTY,Zone,55.0,SEA,TEN,23,30,23,30,-7,394,394
1895,0,0,,0,4,2,Zone,SHOTGUN,SHOTGUN,29,4,05:52,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,39.0,SEA,TEN,23,30,23,30,-7,352,352
1896,0,0,,0,2,8,Zone,EMPTY,EMPTY,32,4,05:12,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,SEA,EMPTY,Zone,42.0,SEA,TEN,23,30,30,30,0,312,312
1897,7,7,,1,3,8,Zone,SHOTGUN,SHOTGUN,32,4,05:08,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SHOTGUN,Zone,42.0,SEA,TEN,23,30,30,30,0,308,308
1898,10,10,,1,1,20,Zone,SHOTGUN,SHOTGUN,22,4,04:08,1,1,3,3,3,5,7.0,0,0,0,0,1,0,0,0,0,0,0,TEN,SHOTGUN,Zone,88.0,SEA,TEN,23,30,23,30,-7,248,248
1899,4,4,,1,1,10,Zone,SHOTGUN,SHOTGUN,46,4,03:08,1,1,3,3,3,5,4.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,64.0,SEA,TEN,23,30,23,30,-7,188,188
1900,9,9,,1,2,6,Zone,SHOTGUN,SHOTGUN,50,4,02:42,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,60.0,SEA,TEN,23,30,23,30,-7,162,162
1901,12,12,,1,2,7,Zone,SHOTGUN,SHOTGUN,38,4,02:01,1,1,3,3,3,5,5.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,48.0,SEA,TEN,23,30,23,30,-7,121,121
1902,4,4,,1,1,10,Zone,SHOTGUN,SHOTGUN,14,4,01:06,1,1,3,3,3,5,5.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,24.0,SEA,TEN,23,30,23,30,-7,66,66
1903,5,5,,1,2,6,Other,SHOTGUN,SHOTGUN,10,4,00:42,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,0,1,TEN,SHOTGUN,Other,20.0,SEA,TEN,23,30,23,30,-7,42,42
1904,3,3,,1,1,10,Zone,SHOTGUN,SHOTGUN,28,4,00:24,1,1,3,2,3,6,4.0,0,0,0,0,1,0,0,0,0,0,0,SEA,SHOTGUN,Zone,38.0,SEA,TEN,30,30,30,30,0,24,24
1905,0,0,,0,2,7,Zone,SHOTGUN,SHOTGUN,31,4,00:17,1,1,3,2,3,6,3.0,0,0,0,0,1,0,0,0,0,0,0,SEA,SHOTGUN,Zone,41.0,SEA,TEN,30,30,30,30,0,17,17
1907,6,6,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,18,5,09:54,1,3,1,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,28.0,SEA,TEN,30,30,30,30,0,594,594
1908,0,0,,0,1,15,Zone,SINGLEBACK,SINGLEBACK,34,5,08:38,1,2,2,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,44.0,SEA,TEN,30,30,30,30,0,518,518
1909,0,0,,0,3,15,Zone,EMPTY,EMPTY,34,5,08:30,1,1,3,2,4,5,4.0,0,0,0,0,1,0,0,0,0,0,0,TEN,EMPTY,Zone,44.0,SEA,TEN,30,30,30,30,0,510,510
1910,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,13,5,08:19,1,1,3,3,3,5,7.0,0,0,0,0,1,0,0,0,0,0,0,SEA,SINGLEBACK,Zone,97.0,SEA,TEN,30,30,30,30,0,499,499
1911,0,0,,0,2,10,Man,SHOTGUN,SHOTGUN,13,5,08:13,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SHOTGUN,Man,97.0,SEA,TEN,30,30,30,30,0,493,493
1913,0,0,,0,2,8,Zone,PISTOL,PISTOL,27,1,14:25,2,1,2,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,BAL,PISTOL,Zone,83.0,BAL,KC,0,0,0,0,0,865,1765
1914,0,0,,0,3,8,Zone,EMPTY,EMPTY,27,1,14:19,0,1,4,4,1,6,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,EMPTY,Zone,83.0,BAL,KC,0,0,0,0,0,859,1759
1915,7,7,,1,1,10,Zone,SHOTGUN,SHOTGUN,23,1,09:23,1,2,2,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,KC,SHOTGUN,Zone,33.0,BAL,KC,7,7,7,7,0,563,1463
1916,19,19,,1,2,3,Zone,SHOTGUN,SHOTGUN,30,1,08:51,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,KC,SHOTGUN,Zone,40.0,BAL,KC,7,7,7,7,0,531,1431
1917,33,33,,1,1,10,Zone,I_FORM,I_FORM,33,1,06:12,2,1,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,KC,I_FORM,Zone,77.0,BAL,KC,7,7,7,7,0,372,1272
1918,17,17,,1,1,10,Man,SHOTGUN,SHOTGUN,25,1,06:05,2,1,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,BAL,SHOTGUN,Man,85.0,BAL,KC,14,7,7,7,0,365,1265
1919,0,0,,0,1,10,Man,PISTOL,PISTOL,24,1,02:13,2,2,1,4,3,4,7.0,0,0,1,0,0,0,0,0,0,0,0,BAL,PISTOL,Man,34.0,BAL,KC,14,7,7,7,0,133,1033
1920,0,0,,0,3,14,Zone,EMPTY,EMPTY,28,1,01:24,2,1,2,4,1,6,5.0,0,0,0,0,0,0,0,0,0,1,0,BAL,EMPTY,Zone,38.0,BAL,KC,14,7,7,7,0,84,984
1921,17,17,,1,1,10,Zone,SHOTGUN,SHOTGUN,14,1,01:13,1,2,2,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,SHOTGUN,Zone,24.0,BAL,KC,14,7,14,7,7,73,973
1922,11,11,,1,3,39,Zone,PISTOL,PISTOL,2,2,15:00,1,1,3,1,4,6,4.0,0,0,0,0,0,0,0,0,0,1,0,KC,PISTOL,Zone,108.0,BAL,KC,14,7,14,7,7,900,900
1923,7,7,,1,2,10,Man,EMPTY,EMPTY,33,2,13:36,1,1,3,4,2,5,6.0,0,0,1,0,0,0,0,0,0,0,0,BAL,EMPTY,Man,43.0,BAL,KC,14,7,7,7,0,816,816
1924,14,14,,1,2,9,Zone,EMPTY,EMPTY,12,2,11:23,1,1,3,2,4,5,4.0,0,0,0,0,0,0,1,0,0,0,0,KC,EMPTY,Zone,98.0,BAL,KC,14,7,14,7,7,683,683
1925,10,10,,1,2,7,Zone,SHOTGUN,SHOTGUN,29,2,10:00,1,1,3,1,4,6,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,SHOTGUN,Zone,81.0,BAL,KC,14,7,14,7,7,600,600
1926,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,39,2,09:20,1,2,2,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,KC,SINGLEBACK,Zone,71.0,BAL,KC,14,7,14,7,7,560,560
1927,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,39,2,09:16,1,1,3,0,5,6,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,SHOTGUN,Zone,71.0,BAL,KC,14,7,14,7,7,556,556
1928,0,0,,0,3,10,Zone,SHOTGUN,SHOTGUN,39,2,09:11,1,0,4,0,5,6,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,SHOTGUN,Zone,71.0,BAL,KC,14,7,14,7,7,551,551
1929,20,20,,1,2,7,Zone,PISTOL,PISTOL,48,2,07:32,2,0,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,BAL,PISTOL,Zone,62.0,BAL,KC,14,7,7,7,0,452,452
1930,0,0,,0,1,10,Man,SHOTGUN,SHOTGUN,16,2,05:24,2,1,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,BAL,SHOTGUN,Man,94.0,BAL,KC,14,7,7,7,0,324,324
1931,9,9,,1,2,15,Zone,SHOTGUN,SHOTGUN,21,2,04:56,2,2,1,4,3,4,6.0,0,0,0,0,0,0,1,0,0,0,0,BAL,SHOTGUN,Zone,89.0,BAL,KC,14,7,7,7,0,296,296
1932,7,7,,1,3,6,Zone,PISTOL,PISTOL,12,2,04:14,2,1,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,BAL,PISTOL,Zone,98.0,BAL,KC,14,7,7,7,0,254,254
1933,14,14,,1,1,10,Zone,EMPTY,EMPTY,46,2,02:13,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,EMPTY,Zone,64.0,BAL,KC,14,14,14,14,0,133,133
1934,14,14,,1,2,6,Zone,EMPTY,EMPTY,16,2,01:01,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,EMPTY,Zone,26.0,BAL,KC,14,14,14,14,0,61,61
1935,11,11,,1,1,10,Man,PISTOL,PISTOL,25,2,00:51,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,BAL,PISTOL,Man,35.0,BAL,KC,21,14,14,14,0,51,51
1936,12,12,,1,2,5,Man,SHOTGUN,SHOTGUN,41,2,00:33,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,BAL,SHOTGUN,Man,51.0,BAL,KC,21,14,14,14,0,33,33
1937,8,8,,1,2,10,Man,SHOTGUN,SHOTGUN,33,2,00:11,1,1,3,4,1,6,6.0,0,0,0,1,0,0,0,0,0,0,0,BAL,SHOTGUN,Man,77.0,BAL,KC,21,14,14,14,0,11,11
1938,5,5,,1,2,3,Zone,EMPTY,EMPTY,38,3,14:01,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,KC,EMPTY,Zone,72.0,BAL,KC,21,17,21,17,4,841,1741
1939,11,11,,1,1,10,Zone,I_FORM,I_FORM,43,3,13:25,2,1,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,KC,I_FORM,Zone,67.0,BAL,KC,21,17,21,17,4,805,1705
1940,40,40,,1,2,4,Zone,EMPTY,EMPTY,40,3,12:01,1,1,3,2,4,5,4.0,0,0,0,0,0,0,1,0,0,0,0,KC,EMPTY,Zone,50.0,BAL,KC,21,17,21,17,4,721,1621
1941,20,20,,1,2,24,Man,SHOTGUN,SHOTGUN,38,3,10:05,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,BAL,SHOTGUN,Man,48.0,BAL,KC,28,17,17,17,0,605,1505
1942,42,42,,1,3,4,Man,EMPTY,EMPTY,42,3,09:39,1,1,3,4,2,5,5.0,0,0,1,0,0,0,0,0,0,0,0,BAL,EMPTY,Man,68.0,BAL,KC,28,17,17,17,0,579,1479
1943,5,5,,1,2,9,Zone,EMPTY,EMPTY,41,3,08:20,1,1,3,1,5,5,4.0,0,0,0,0,0,0,1,0,0,0,0,KC,EMPTY,Zone,69.0,BAL,KC,28,24,28,24,4,500,1400
1944,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,46,3,07:14,1,2,2,3,4,4,7.0,0,0,0,0,1,0,0,0,0,0,0,KC,SINGLEBACK,Zone,56.0,BAL,KC,28,24,28,24,4,434,1334
1945,46,46,,1,2,10,Zone,EMPTY,EMPTY,46,3,07:07,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,KC,EMPTY,Zone,56.0,BAL,KC,28,24,28,24,4,427,1327
1947,3,3,,1,2,15,Zone,EMPTY,EMPTY,46,3,02:35,1,1,3,1,4,6,4.0,0,0,0,0,0,0,0,0,0,1,0,KC,EMPTY,Zone,64.0,BAL,KC,35,24,35,24,11,155,1055
1948,0,0,,0,3,12,Zone,SHOTGUN,SHOTGUN,49,3,02:09,1,1,3,1,5,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,SHOTGUN,Zone,61.0,BAL,KC,35,24,35,24,11,129,1029
1950,19,19,,1,1,10,Zone,PISTOL,PISTOL,36,3,01:16,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,BAL,PISTOL,Zone,74.0,BAL,KC,35,24,24,24,0,76,976
1951,9,9,,1,2,4,Man,SHOTGUN,SHOTGUN,11,4,15:00,2,2,1,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,BAL,SHOTGUN,Man,21.0,BAL,KC,35,24,24,24,0,900,900
1952,0,0,,0,0,0,Other,EMPTY,EMPTY,7,4,14:13,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,BAL,EMPTY,Other,17.0,BAL,KC,35,30,30,30,0,853,853
1953,8,8,,1,2,6,Zone,SHOTGUN,SHOTGUN,27,4,13:27,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,KC,SHOTGUN,Zone,37.0,BAL,KC,35,30,35,30,5,807,807
1954,3,3,,1,2,12,Zone,SHOTGUN,SHOTGUN,33,4,12:12,1,1,3,1,5,5,5.0,0,0,0,0,1,0,0,0,0,0,0,KC,SHOTGUN,Zone,43.0,BAL,KC,35,30,35,30,5,732,732
1955,0,0,,0,3,9,Man,SHOTGUN,SHOTGUN,36,4,11:28,1,1,3,1,5,5,4.0,1,0,0,0,0,0,0,0,0,0,0,KC,SHOTGUN,Man,46.0,BAL,KC,35,30,35,30,5,688,688
1956,0,0,,0,1,10,Man,PISTOL,PISTOL,45,4,09:51,2,1,2,4,3,4,6.0,0,0,1,0,0,0,0,0,0,0,0,BAL,PISTOL,Man,65.0,BAL,KC,35,30,30,30,0,591,591
1957,10,10,,1,1,10,Man,PISTOL,PISTOL,39,4,08:06,2,1,2,4,3,4,6.0,0,0,0,1,0,0,0,0,0,0,0,BAL,PISTOL,Man,49.0,BAL,KC,35,30,30,30,0,486,486
1958,0,0,,0,2,5,Other,PISTOL,PISTOL,12,4,05:36,2,1,2,4,3,4,7.0,0,0,0,0,0,0,0,0,0,0,1,BAL,PISTOL,Other,22.0,BAL,KC,35,30,30,30,0,336,336
1959,0,0,,0,0,0,Zone,SHOTGUN,SHOTGUN,2,4,03:14,2,1,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,BAL,SHOTGUN,Zone,12.0,BAL,KC,35,36,36,36,0,194,194
1960,23,23,,1,1,10,Zone,EMPTY,EMPTY,25,4,03:14,1,1,3,2,4,5,5.0,0,0,0,0,0,0,1,0,0,0,0,KC,EMPTY,Zone,35.0,BAL,KC,35,36,35,36,-1,194,194
1961,13,13,,1,1,10,Zone,SHOTGUN,SHOTGUN,48,4,02:35,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,KC,SHOTGUN,Zone,58.0,BAL,KC,35,36,35,36,-1,155,155
1962,6,6,,1,3,7,Man,EMPTY,EMPTY,37,4,01:11,0,2,3,4,1,6,6.0,0,0,0,1,0,0,0,0,0,0,0,BAL,EMPTY,Man,73.0,BAL,KC,35,36,36,36,0,71,71
1963,8,8,,1,2,9,Zone,SHOTGUN,SHOTGUN,26,1,14:21,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,SHOTGUN,Zone,84.0,GB,DET,0,0,0,0,0,861,1761
1964,46,46,,1,3,1,Zone,SHOTGUN,SHOTGUN,34,1,13:43,1,1,3,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,DET,SHOTGUN,Zone,76.0,GB,DET,0,0,0,0,0,823,1723
1965,9,9,,1,1,10,Zone,SHOTGUN,SHOTGUN,20,1,12:54,1,2,2,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,DET,SHOTGUN,Zone,30.0,GB,DET,0,0,0,0,0,774,1674
1966,5,5,,1,2,5,Other,SHOTGUN,SHOTGUN,5,1,10:42,1,1,3,3,3,5,7.0,0,0,0,0,0,0,0,0,0,0,1,DET,SHOTGUN,Other,15.0,GB,DET,0,0,0,0,0,642,1542
1967,18,18,,1,1,10,Zone,EMPTY,EMPTY,41,1,08:43,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,GB,EMPTY,Zone,51.0,GB,DET,7,0,0,0,0,523,1423
1968,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,25,1,03:45,1,1,3,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,SHOTGUN,Zone,85.0,GB,DET,7,7,7,7,0,225,1125
1969,4,4,,1,1,10,Zone,SHOTGUN,SHOTGUN,39,1,02:46,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,SHOTGUN,Zone,71.0,GB,DET,7,7,7,7,0,166,1066
1970,5,5,,1,1,25,Zone,SHOTGUN,SHOTGUN,35,1,00:08,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,SHOTGUN,Zone,75.0,GB,DET,7,7,7,7,0,8,908
1971,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,18,2,14:01,1,2,2,3,4,4,7.0,0,0,0,0,0,0,0,0,0,1,0,GB,SINGLEBACK,Zone,92.0,GB,DET,7,7,7,7,0,841,841
1972,5,5,,1,2,10,Zone,EMPTY,EMPTY,18,2,13:55,1,2,2,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,GB,EMPTY,Zone,92.0,GB,DET,7,7,7,7,0,835,835
1974,4,4,,1,2,4,Zone,I_FORM,I_FORM,45,2,11:49,2,2,1,3,4,4,7.0,0,0,0,0,0,0,0,0,0,1,0,DET,I_FORM,Zone,55.0,GB,DET,7,7,7,7,0,709,709
1975,10,10,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,19,2,08:41,1,1,3,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,DET,SINGLEBACK,Zone,91.0,GB,DET,7,7,7,7,0,521,521
1976,8,8,,1,2,8,Other,SHOTGUN,SHOTGUN,8,2,07:27,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,0,1,DET,SHOTGUN,Other,102.0,GB,DET,7,7,7,7,0,447,447
1977,9,9,,1,1,10,Man,I_FORM,I_FORM,32,2,04:45,1,2,2,3,4,4,6.0,0,0,0,1,0,0,0,0,0,0,0,GB,I_FORM,Man,42.0,GB,DET,14,7,7,7,0,285,285
1978,1,1,,1,2,1,Man,I_FORM,I_FORM,1,2,01:57,1,2,2,4,3,4,9.0,0,0,1,0,0,0,0,0,0,0,0,GB,I_FORM,Man,11.0,GB,DET,14,7,7,7,0,117,117
1979,20,20,,1,2,8,Man,SINGLEBACK,SINGLEBACK,45,2,00:33,1,2,2,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,DET,SINGLEBACK,Man,65.0,GB,DET,14,14,14,14,0,33,33
1980,1,1,,1,1,10,Zone,SHOTGUN,SHOTGUN,25,2,00:24,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,DET,SHOTGUN,Zone,85.0,GB,DET,14,14,14,14,0,24,24
1981,0,0,,0,2,9,Man,SHOTGUN,SHOTGUN,24,2,00:17,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,DET,SHOTGUN,Man,86.0,GB,DET,14,14,14,14,0,17,17
1982,0,0,,0,3,9,Man,SHOTGUN,SHOTGUN,24,2,00:12,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,DET,SHOTGUN,Man,86.0,GB,DET,14,14,14,14,0,12,12
1983,10,10,,1,2,7,Zone,EMPTY,EMPTY,16,3,14:18,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,GB,EMPTY,Zone,26.0,GB,DET,17,14,14,14,0,858,1758
1985,50,50,,1,3,12,Man,EMPTY,EMPTY,24,3,12:20,1,1,3,1,5,5,6.0,0,0,0,1,0,0,0,0,0,0,0,GB,EMPTY,Man,34.0,GB,DET,17,14,14,14,0,740,1640
1986,22,22,,1,3,6,Man,SHOTGUN,SHOTGUN,22,3,10:30,1,1,3,1,5,5,6.0,1,0,0,0,0,0,0,0,0,0,0,GB,SHOTGUN,Man,88.0,GB,DET,17,14,14,14,0,630,1530
1987,6,6,,1,1,10,Man,SINGLEBACK,SINGLEBACK,42,3,09:40,1,2,2,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,DET,SINGLEBACK,Man,68.0,GB,DET,17,21,17,21,-4,580,1480
